Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,0.96,0.04,0.0,0.08,1.08
Dragon Quest VIII: Journey of the Cursed King,3DS,2015,Role-Playing,Square Enix,0.0,0.0,0.86,0.0,0.86
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
Petz Sports,Wii,2008,Simulation,Ubisoft,0.42,0.01,0.0,0.04,0.47
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.63
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0.0,0.0,0.02,0.0,0.02
Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0.0,0.0,0.04,0.5
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.65
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive,0.33,0.0,0.0,0.02,0.35
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,0.19,0.5,0.0,0.11,0.8
Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
Jim Henson's Muppets in Spy Muppets: License to Croak,GBA,2003,Action,TDK Mediactive,0.04,0.01,0.0,0.0,0.05
Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.04
Wangan Midnight,PS3,2007,Racing,Genki,0.0,0.0,0.03,0.0,0.03
Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Action,Blast! Entertainment Ltd,0.09,0.0,0.0,0.01,0.1
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0.0,0.01,0.01,0.1
Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12
Picross 3D,DS,2009,Puzzle,Nintendo,0.3,0.03,0.16,0.03,0.52
Disney Princess: Enchanting Storybooks,Wii,2011,Misc,THQ,0.26,0.11,0.0,0.04,0.41
Wii Fit U,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.9
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,0.0,0.0,0.04,0.0,0.04
FIFA Soccer 11,Wii,2010,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17
Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0.0,0.0,0.05
Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14
Phantasy Star Portable 2,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.87
MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.09
Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.3
Ben 10 Ultimate Alien: Cosmic Destruction,Wii,2010,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29
Spy Hunter 2,PS2,2003,Racing,Midway Games,0.24,0.19,0.0,0.06,0.49
Memories Off,PSP,2008,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
RayCrisis: Series Termination,PS,1999,Shooter,JVC,0.01,0.01,0.0,0.0,0.02
The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.11
Bass Strike,PS2,2001,Sports,THQ,0.14,0.11,0.0,0.04,0.29
007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16
Jikkyou Powerful Pro Yakyuu 2013,PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.07,0.0,0.02,0.18
Mini Ninjas,PC,2009,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.08
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Ring of Red,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
Akiba's Trip Plus,PSP,2012,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08
Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01,0.32
Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01
Rampage World Tour,PS,1997,Action,GT Interactive,0.47,0.32,0.0,0.06,0.85
Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.4,0.0,0.16,0.95
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01,0.11
Derby Jockey 2,SNES,1995,Sports,Asmik Corp,0.0,0.0,0.1,0.0,0.1
Republique,PS4,2016,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02
NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005,Fighting,Sega,0.0,0.0,0.08,0.0,0.08
Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6.75,2.61,2.66,1.02,13.04
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.69
Picross 2,GB,1996,Puzzle,Nintendo,0.0,0.0,0.35,0.0,0.35
Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,0.04,0.02,0.0,0.01,0.07
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,Misc,505 Games,0.15,0.0,0.0,0.01,0.16
Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66
Chicken Blaster,DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04
WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0.0,0.13,1.43
Guitar Hero Live,XOne,2015,Misc,Activision,0.29,0.17,0.0,0.05,0.51
The Wonderful 101,WiiU,2013,Action,Nintendo,0.2,0.1,0.08,0.03,0.41
MX vs. ATV Reflex,PSP,2009,Racing,THQ,0.18,0.03,0.0,0.03,0.24
Dawn of Discovery,PC,2009,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39
Pop'n Music,Wii,2009,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0.0,1.12,0.0,0.0,1.12
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0.0,0.01,0.5
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49
DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13
Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005,Misc,505 Games,0.07,0.0,0.0,0.0,0.07
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04
WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,0.33,0.35,0.0,0.13,0.81
Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
Winx Club: Saving Alfea,3DS,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0.0,0.0,0.0,0.03
NCAA Football 06,XB,2005,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97
Winx Club: Saving Alfea,DS,2014,Action,Namco Bandai Games,0.02,0.0,0.0,0.0,0.02
Thoroughbred Breeder,SNES,1993,Simulation,Hect,0.0,0.0,0.19,0.0,0.19
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010,Adventure,FuRyu,0.0,0.0,0.01,0.0,0.01
Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14
PhotoKano,PSP,2012,Adventure,Kadokawa Shoten,0.0,0.0,0.09,0.0,0.09
Armored Core: Formula Front Extreme Battle,PSP,2004,Simulation,505 Games,0.05,0.0,0.0,0.0,0.05
Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48
NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.34,0.1,0.0,0.02,0.46
Doshin the Giant,GC,2002,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03
Fantasia: Music Evolved,XOne,2014,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15
Dragon Quest X,Wii,2012,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.23
Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.2
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.03
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo,0.26,0.1,0.0,0.01,0.37
Sentimental Graffiti: First Window,SAT,1997,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08
Pretty Rhythm: My Deco Rainbow Wedding,3DS,2013,Misc,Takara Tomy,0.0,0.0,0.08,0.0,0.08
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0.0,0.03,0.5
Farmtopia,DS,2010,Simulation,505 Games,0.18,0.0,0.0,0.01,0.19
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.69
Ghostbusters (2016),PS4,2016,Action,Activision,0.02,0.0,0.0,0.01,0.03
Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0.0,0.0,0.01,0.0,0.01
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.1
Culdcept DS,DS,2008,Strategy,Sega,0.0,0.0,0.1,0.0,0.1
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15
Destiny: The Taken King,PS3,2015,Shooter,Activision,0.16,0.17,0.02,0.06,0.41
Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0.0,0.0,0.04,0.0,0.04
ZhuZhu Puppies,DS,2011,Simulation,Activision,0.13,0.04,0.0,0.01,0.18
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05
Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.4
Disney Infinity 3.0,WiiU,2015,Action,Disney Interactive Studios,0.2,0.21,0.0,0.04,0.45
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.83
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0.0,0.01,0.05
Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01
Alien Monster Bowling League,Wii,2009,Sports,Destineer,0.09,0.0,0.0,0.01,0.1
"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,0.31,0.02,0.0,0.02,0.35
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.16
The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.26
Dance on Broadway,Wii,2010,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05
Dragon Quest Builders: Revive Alefgard,PSV,2016,Role-Playing,Square Enix,0.0,0.0,0.3,0.0,0.3
Nobunaga no Yabou: Souzou,PS4,2014,Strategy,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0.0,0.02,0.6
Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0.0,0.0,0.48
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.15,0.2,0.14,0.07,0.56
Petz Nursery,DS,2009,Simulation,Ubisoft,0.53,0.0,0.0,0.04,0.57
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.5
Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0.0,0.0,0.01,0.11
Outdoors Unleashed: Africa 3D,3DS,2011,Sports,Mastiff,0.01,0.0,0.0,0.0,0.01
The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.77,0.38,0.0,0.12,1.27
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
DS Uranai Seikatsu,DS,2009,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07
Wii Play: Motion,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.94
Nano Assault,3DS,2011,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.09
Mahjong Taikai,DS,2004,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0.0,0.0,0.15
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007,Action,Activision,0.52,0.03,0.0,0.04,0.59
Junior Mystery Quest,DS,2011,Puzzle,GSP,0.07,0.01,0.0,0.01,0.09
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0.0,0.0,0.0,0.02
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0.0,0.0,0.06,1.08
Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.53
Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,0.19,0.21,0.0,0.04,0.44
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0.0,0.0,0.0,0.05
The Dark Spire,DS,2008,Role-Playing,Success,0.04,0.0,0.0,0.0,0.04
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.45
Missile Command,2600,1980,Shooter,Atari,2.56,0.17,0.0,0.03,2.76
Dragon's Lair 3D: Return to the Lair,GC,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0.0,0.0,0.04,0.0,0.04
Avatar: The Last Airbender,DS,2006,Adventure,THQ,0.3,0.01,0.0,0.03,0.34
Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.28
Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08
Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0.0,0.0,0.0,0.05
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts,0.08,0.23,0.0,0.03,0.34
uDraw Studio: Instant Artist,Wii,2011,Misc,THQ,0.08,0.09,0.0,0.02,0.19
Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.0,0.0,0.05
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21
Shrek the Third,Wii,2007,Action,Activision,0.26,0.01,0.0,0.02,0.29
Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14
Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0.0,0.0,0.02,0.3
EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.36
The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23
Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.01,0.05
Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.04
Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0.0,0.04,0.49
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.15
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04
Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.16,0.0,0.05,0.5
Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0.0,0.0,0.26,0.0,0.26
BioShock,PC,2007,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.42
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft,0.16,0.13,0.0,0.04,0.33
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.07
NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.71
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.04
Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01
Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18
Tomb Raider: Underworld,X360,2008,Action,Eidos Interactive,0.53,0.43,0.01,0.11,1.08
Backyard NFL Football,DS,2007,Sports,Atari,0.02,0.0,0.0,0.0,0.02
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
Robotics;Notes,PS3,2012,Adventure,5pb,0.0,0.0,0.11,0.0,0.11
Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0.0,0.0,0.01,0.0,0.01
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06
Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0.0,0.0,0.0,0.05
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.16
Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0.0,0.01,0.21
Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Bratz: Rock Angelz,GC,2005,Misc,THQ,0.16,0.04,0.0,0.01,0.21
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0.0,0.0,0.11
Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07
VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0.0,0.0,0.25
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
Robots,DS,2005,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14
World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.05
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0.0,0.0,0.06,0.0,0.06
The King of Fighters '95,SAT,1995,Fighting,SNK Playmore,0.0,0.0,0.28,0.0,0.28
Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0.0,0.0,0.47,0.0,0.47
Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0.0,0.0,0.02,0.31
The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.04
Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.65
Headhunter: Redemption,XB,2004,Action,Sega,0.02,0.0,0.0,0.0,0.02
Rage,X360,2011,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.61
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0.0,0.0,0.03,0.0,0.03
The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0.0,0.01,0.15
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0.0,0.0,0.33,0.0,0.33
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.6
Test Drive Unlimited,PC,2007,Racing,Atari,0.0,0.02,0.0,0.0,0.02
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0.0,0.07,0.51
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52
Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0.0,0.0,0.3,0.02,0.32
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0.0,0.16,1.76
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0.0,0.0,0.01,0.15
Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07
Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.12,0.68
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22
FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
Green Day: Rock Band,X360,2010,Misc,MTV Games,0.24,0.13,0.0,0.04,0.41
Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0.0,0.0,0.09,0.0,0.09
The Sims 2,PS2,2005,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0.0,0.0,0.0,0.42
Pro Evolution Soccer 2008,PC,2007,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,0.01
Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.08,0.0,0.07,0.03,0.18
Hello Kitty's Cube Frenzy,PS,1998,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01,0.09
Pro Cycling Manager 2016,PC,2016,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
Nightmare Creatures,PS,1997,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63
